Unnamed: 0,text,tweets
796,@StuVincentPhot1 @purgstallheath @trishgreenhalgh I’d second that. It’s absurd that when we know Covid is airborne to consider removing masks for singing.,absurd airborne consider removing masks singing
797,"@That_London_Guy Good, bc there's something about you dying from covid as an arsenal fan that just seems like God playing a cruel joke lmao",bc dying arsenal fan god playing cruel joke
798,"Whilst everyone was distracted by the Christmas Party at No 10, the UK Government released a report confirming that the fully vaccinated account for 4 in every 5 Covid-19 Deaths in England since August.",distracted christmas party 10 uk government released report confirming vaccinated account 4 5 deaths england august
800,@GBNEWS Well it looks like Covid is Back for Good!,looks
801,"@kathyok66 @PeterHotez I know how this goes; my sister married an anti-vaxxer 20 years ago. Words, logic, science never mattered. I'm glad you haven't lost someone to covid, or know a nurse who has lost several colleagues treating covid.  Love your neighbor - get vaccinated, but I bet you won't.",goes sister married 20 ago words logic science mattered glad lost nurse lost colleagues treating love neighbor vaccinated bet
803,"""We're seeing more people die at a rate we've never seen die before.
75% are unvaccinated. And the few (vaccinated people) who passed were all more than 6 months out from their shot.
We've not had a single person who's had a booster shot die from Covid.""
https://t.co/f0dv31vd4O",seeing people die rate seen die 75 unvaccinated vaccinated people passed 6 months shot single person booster shot die
804,"BREAKING

Popov Christo &amp; Toma Popov From France 🇫🇷 had Withdraw from Badminton World Championship 2021 due to their father tested Positive COVID 19.

GWS!

#BWC2021 
#BWFWorldChampionships2021 https://t.co/KPc6lbYV8k",breaking amp france withdraw badminton world championship due father tested positive 19
805,"Given all of this, we adapt our existing model of SARS-CoV-2 transmission in England to include the Omicron variant. 

The model is fitted to data on COVID-19 deaths, hospitalisations, PCR prevalence and seroprevalence data, as well as vaccination coverage including boosters. https://t.co/Q4VUkoEqJd",adapt existing model transmission england include omicron variant model fitted data deaths hospitalisations prevalence data vaccination coverage including boosters
806,"@NejletFiliz @MartinKulldorff @ScottWAtlas @DrJBhattacharya @Hillsdale HONESTLY IF YOU GET VACCINATED OR NOT WE COULD CARE LESS
HOWEVER 
WE THE PEOPLE ARE TIRED OF COVID AND WANT TO GET BACK TO NORMAL LIVES 
VACCINATION HAVE ALWAYS BEEN REQUIRED MANDATORY 
NOBODY IS DOING ANYTHING THATS NOT BEEN APART OF OUR EXISTENCE THUS FAR . https://t.co/HDgIyNvLNg",honestly vaccinated care people tired normal lives vaccination required mandatory doing apart existence
808,Pfizer's boss says FOURTH jab will be needed and sooner rather than later https://t.co/xB0yuslBGm,boss fourth jab sooner
809,"Chris Christie says it’s “undeniable” that Trump gave him Covid last year.

I personally don’t give a flying f*ck — how about you?",christie undeniable trump personally flying
810,"Thanks to Covid and a general fear of barbers, I haven't cut my hair in nearly 2 years. Hard to tell right? https://t.co/2s34zE8rtT",thanks fear barbers cut hair nearly 2 hard tell
812,"The Omicron scare, including the knee-jerk flight bans on southern Africa, has come handy to Big Pharma to promote a third vaccine dose and boost revenues. Research indicates that, as part of its natural progression, the Covid virus is becoming more transmissible but less lethal.",omicron scare including flight bans southern africa handy pharma promote third vaccine dose boost revenues research indicates natural progression virus becoming transmissible lethal
814,"WB | A mosque in Jalpaiguri isn't using loudspeakers for namaz to avoid disturbance in studies of students of a school, during COVID

We're offering namaz without loudspeakers for noise-free classes on our premises. Can't develop the nation without education: Najimul Haque, Imam https://t.co/wXJXrEwwPn",wb mosque using loudspeakers avoid disturbance studies students school offering loudspeakers classes premises ca develop nation education imam
815,Haven’t been this sick since I had Covid 😭,sick
817,These Mfs put me on the COVID floor again 🙄 I’m pissed.,mfs floor pissed
818,"Latest Covid figures in Dorset: Infection rates continue to increase
https://t.co/kMKwN6Pb0U

Download Now
https://t.co/5gSYXtckU1",figures infection rates continue increase download
819,@TheNirmsy @jdevans141 @fact_covid @NHSEngland How did you manage that? I tried the other day and it wouldn't let me!,manage tried day
821,@Cobain_Hardy Don’t get the Covid vaccine! Cus the vaccine itself IS THE VIRIUS it’s poison !,vaccine cus vaccine poison
822,"As Sydney &amp; Melbourne struggle with high Covid infections &amp; Omicron panics Australian government to offer booster a (meagre) month earlier (supply scarcity again?), Queensland decided to open border &amp; ease restrictions. What lunacy is this?",sydney amp melbourne struggle infections amp omicron panics australian government offer booster meagre month earlier supply scarcity queensland decided border amp ease restrictions lunacy
824,"Only about one in 10 Americans say that receiving the Covid-19 vaccine would violate their religious beliefs, while about 60% say that too many people are using religion as an excuse to avoid vaccine mandates, a new survey found. https://t.co/AsOdWUsF8L",10 americans receiving vaccine violate religious beliefs 60 people using religion excuse avoid vaccine mandates survey found
825,If a friend confides in me they are suffering from from depression or anxiety I don’t ask if they’re on meds. Because it’s rude and none of my business. So don’t ask me if I’m vaxxed for COVID. Because it’s rude and none of your business. 🤫,friend confides suffering depression anxiety meds rude none business rude none business
826,"@UDepravity climate change is eschatological. So was covid, in its earliest news cycles",climate change eschatological earliest news cycles
827,The Next Phase of COVID Tyranny: Increase in Stillbirth Rates in Vaxxed Mothers Dismissed by Canadian Health Minister https://t.co/uf0J1eeIfG,phase tyranny increase stillbirth rates mothers dismissed canadian health minister
829,"If I end up in ICU with covid-19 don't use it to scare other people to vaxx, it's my choice not to vaxx even if I die, I will die unvaxxed",icu scare people choice die die
831,Impossible. All illness is covid. There is only covid. https://t.co/3w1h4GpNQK,impossible illness
832,"For the 22nd time, thousands of French citizens protested against tightening Covid legislation and restrictions. A growing number of people around the globe are joining the resistance against their failing governments. #Manifs11décembre #protests #France #World #Macron https://t.co/8B4gR393bR",22nd time thousands french citizens protested tightening legislation restrictions growing people globe joining resistance failing governments
833,"So Goebbels Swinney says more Covid rules next week, well he can fuck right off.
@ScotGovFM",goebbels rules week fuck
835,@not_a_heather Sara watches Grey’s Anatomy and there’s a disclaimer at the beginning of each new episode that says “this takes place in a fictional setting where the COVID-19 pandemic ended”,watches grey anatomy disclaimer beginning episode takes fictional setting pandemic
836,"@jgettbtc Covid is the big one. It’s not so much what is believed. It’s the certainty. I’m open to all ideas but if I’m going to cement a worldview, I need to be damn sure and set myself a high bar. It’s a topic I avoid on here though, there’s just so much confirmation bias.",believed certainty ideas cement damn set bar topic avoid confirmation bias
838,"@mieyolisa I learned not to plan anymore, especially during this covid times, I was supposed to travel to the north today but I'm here recovering from covid19.",learned plan anymore especially times supposed travel north recovering
839,"@LarsenDisney @RoxanneLJames @ClaireH37444648 ...its adverse reactions to the jab that are causing the problems (and numerous intreated conditions, which are now much much worse due to Covid restrictions).",adverse reactions jab causing numerous conditions worse due restrictions
840,"LRT: I’m not sure if the thread is about trans kids, something covid-related, or something else entirely, but it applies to so, so many things.",thread kids entirely applies
841,Sen. @amyklobuchar is a cancer patient. @tedcruz made the conscious decision to potentially expose her to COVID by refusing to wear a mask. https://t.co/jaFlEEPosM,sen cancer patient conscious decision potentially expose refusing wear mask
843,"Given we’re still in a bit of flux around Covid, how are you thinking about or handling your year end? Plow forward? Take your foot off of the gas for a moment? Or full decompress? https://t.co/JqNaoUY0jC",bit flux thinking handling plow forward foot gas moment decompress
844,"@vrf_rotondo @Colethewolf ""actress"". 
""Playing a scientist"".
We're talking about HER CHOICE and HER LIFE. Anyone with a vax fan also pass the virus along to anyone on set. If everyone is vaxxed, how is she hurting them any more than vaxxed person carrying Covid? Please explain...",actress playing scientist talking choice life fan pass virus set hurting person carrying please explain
847,"“There’s extensive evidence that appealing to fear motivates people to avoid dangers….But as intense as fear feels as an emotional state, it’s also fleeting, which can reduce its effectiveness at motivating continuing behavior change.” https://t.co/qE37UF8p1q",extensive evidence appealing fear motivates people avoid dangers intense fear feels emotional fleeting reduce effectiveness motivating continuing behavior change
848,"Bhakdi talking now on Doctors 4 Covid Ethics hosted by
https://t.co/uq7kiiDGgn 
The vaccines don't work &amp; could never work - explained in a way that a 6 year old child could understand. The art of communication exemplified. https://t.co/bJPyUCNzSh",talking doctors 4 ethics hosted vaccines amp explained 6 child understand art communication exemplified
849,"I stopped listening to ""experts"" long before Covid arrived. Covid has justified that decision more than anything else.",stopped listening experts arrived justified decision
851,"@Hueynomics Exactly why I got it. 

I don’t want Covid, but il live, can’t say the same for my family tho.",exactly il live ca family tho
852,"PSA for Sandoval County Business owners: There are ARPA funds available for small businesses to offset the economic impact of covid. Easy application process, showing 2018 or 2019 tax returns compared to 2020. 

https://t.co/Thd5PPfADh

Deadline is 12/31. Simple application. https://t.co/CnxUsVJGee",psa county business owners funds available businesses offset economic impact easy application process tax returns compared deadline 12 31 simple application
854,Bottlenecks in COVID-19 booster rollout mean some Oregonians might not get boosters until March https://t.co/DbLdTLDkZB https://t.co/SQGc2L0Yss,bottlenecks booster mean oregonians boosters march
855,"Modelling suggests the Omicron variant could cause a larger wave than in January 2021 if no additional control measures are taken.

Sky’s @M_Veselinovic has the latest.

Read more here: https://t.co/fTDCJTsBlG https://t.co/9gpksPFc7X",modelling suggests omicron variant cause larger wave january additional control measures sky read
856,Covid: Omicron study suggests major wave in January - BBC News https://t.co/SKbjdXzToR,omicron study suggests major wave january news
857,"Last January Steve Baker did a warning shot to Johnson on lockdown 
He also said there better not be lockdown next winter, ie now 
He claims Freedoms for the poor, yet voted for working poor to be poor ! 
I believe ERG behind leaks 
#ToryCovidCatastrophe
https://t.co/f0DjdEAfKh",january baker warning shot johnson lockdown lockdown winter ie claims freedoms poor voted poor poor believe erg leaks
858,"I had COVID last December. I was good and sick for about 4 days. I didn't die despite being overweight, having type II diabetes, copd and breast cancer. I'm willing to expose myself to it again to keep my natural immunity up.

I will not live my life in fear of anything. https://t.co/o3Ub7NzsEZ",december sick 4 days die despite overweight type ii diabetes breast cancer willing expose natural immunity live life fear
859,"So since he became PM he has dealt with Brexit &amp; Covid. Would anyone like to suggest the last time a peacetime PM dealt with bigger issues together?

And he's being baited over Peppa Pig, wallpaper and a party he wasn't at.

Compare and contrast, is all I would say.",pm dealt amp suggest time peacetime pm dealt bigger issues baited pig wallpaper party compare contrast
863,"For the past year I had been thinking that COVID had destroyed America’s public school system,

Now I am beginning to believe that it may have saved it. 

#ZebraJockey",past thinking destroyed america public school system am beginning believe saved
866,"Tonight we welcome @evanescence + @Halestorm to Little Caesars Arena! 

🚪 Doors open at 6:30PM
🎶 Show begins at 7:30PM
ℹ️ Guests must provide proof of COVID-19 vaccination OR proof of a negative COVID-19 test within 72 hours prior to entering the venue: https://t.co/CdLWFmXkf6 https://t.co/kf46wIqGPH",tonight welcome little caesars arena doors 6 begins 7 guests provide proof vaccination proof negative test 72 hours prior entering venue
868,"COVID-19 | New infections: 19 018, new fatalities: 20, new vaccinations: 119 106. Total vaccinations: 27 043 034. The death toll is 90 080.

https://t.co/aFfo4mscM4 https://t.co/EhxsXaT2Xm",infections 19 fatalities 20 vaccinations total vaccinations 27 death toll 90
869,@BradleyTim @_NicoleNonya I believe that we will see a vaccine resistant covid variant within the next yr or two...get ready for more isolation folks. Too many Americans that refuse to comply with simple vaccination intelligence,believe vaccine resistant variant yr ready isolation folks americans refuse comply simple vaccination intelligence
871,Just lost our house. Fuck Covid. Fuck everyone Who has gone along with the shit show.,lost house fuck fuck gone shit
874,"A month into the return of restrictions in Norway and with 89% of adults fully vaccinated, cases are higher than they’ve ever been in Sweden

Looking forward to hearing in the media what a disastrous COVID failure Norway’s become https://t.co/LvQsvxm9Eb",month return restrictions norway 89 adults vaccinated sweden looking forward hearing media disastrous failure norway
875,"I’m not afraid of the flu (Covid) 
…I am afraid of governments creating flu’s in a lab’s and releasing them on the world and NO ONE being held accountable.",afraid flu am afraid governments creating flu lab releasing world held accountable
876,"OVER 10,000 DOWNLOADS.
I wrote this book to save lives. I think I may have helped. Download your FREE copy today. Get ready for the 2nd wave of the Coronavirus. #Covid_19 IS NOT GOING AWAY ANYTIME SOON BUT IT WILL BE WORSE THE 2ND TIME. https://t.co/lZf2OzeUQh https://t.co/uCT7GCnjYt",downloads wrote book save lives helped download free copy ready 2nd wave soon worse 2nd time
878,"[News Update]

Brunei will proceed to further de-escalate COVID-19 restrictions as it enters the Endemic Phase under the National COVID-19 Recovery Framework starting from 15 Dec 2021 - His Majesty. #borneobulletin",news update brunei proceed de-escalate restrictions enters endemic phase national recovery framework starting 15 dec majesty
879,"@janelouise99 Hi Jane, 

We’re here to support the NHS COVID-19 app, which is used for contact tracing and is one of the fastest and simplest ways to know if you have been exposed to Covid-19. (1/2)",hi support nhs contact tracing fastest simplest exposed 1 2
882,"@cktwitta @AlexTaylorNews ""The real dive started in 2018 when Brexit started""

The chart clearly shows an increase in 2018 and 2019 it doesn't drop until covid 2020",real dive started started chart increase drop
883,"@foomper @rachsyme Countries with effective responses required those people who suspected covid to self-isolate. Not ""go to a public place with lots of other people"".",countries effective responses required people suspected public lots people
884,"https://t.co/nOtjJofvB6
Summa fires 7 workers who refuse COVID-19 vaccine. CEO says mandate 'right thing to do'",fires 7 workers refuse vaccine ceo mandate
885,"👏@EU_Health has approved an agreement pursuant to which the French @valnevaSE would supply up to 60 million doses of #VLA2001, its inactivated #COVID19 vaccine candidate, over two years including approximately 27 M doses in 2022. 

👉https://t.co/OC1goTYpn2 #FrenchHealthcare https://t.co/mdLfADfdiP",approved agreement pursuant french supply 60 million doses inactivated vaccine candidate including approximately 27 doses
886,"In a new interview, former New Jersey Governor Chris Christie says it is 'undeniable' he contracted Covid from former President Trump last year. https://t.co/NT253L06qt",interview former jersey governor christie contracted former president trump
887,I made and stuffed over 50 stockings for students and now they may not get them because I am not the only one with Covid but the entire school has at least one student with Covid so the entire school is under quarantine at the moment.  Keeping kids home 4 days is not the answer https://t.co/LKajq1LLJD,stuffed 50 stockings students am entire school student entire school quarantine moment keeping kids home 4 days answer
890,I bet as many people or more died in my area from this as from covid during the entire pandemic. https://t.co/OzvOmFB7Nx,bet people died entire pandemic
891,"""forced into reimposing Covid restrictions""

Who by? The WHO? Sage? ""Professor"" Ferguson?

""Who governs Britain?"" Heath once asked https://t.co/3EAFqU7k0s",forced reimposing restrictions sage professor governs britain heath
892,"Chris Christie says it is Undeniable that Trump gave him Covid. 
Hmmm 🤔 
Who gave him the Chocolate Cake ? 
Looks like it was Delicious 🤤",christie undeniable trump chocolate cake looks delicious
894,"@dee_zebby @BreesAnna Keeping people safe must not be about one disease. 
At the moment, it's about a disease that most of us will get and survive.
If keeping people safe is the priority, we would focus on diseases that are more deadly and damaging than Covid.",keeping people safe disease moment disease survive keeping people safe priority focus diseases deadly damaging
895,"First, they said💉💉would be “effective”

Now, they say💉💉may NOT be enough

Now, they say💉💉💉are “needed”

Now, they’re saying💉💉💉💉could be “needed”

🤡🤡 will say anything 

CON JOB continues

WAKE UP everyone

Time to end the madness

I WILL
https://t.co/KoFgUO1NBA",effective saying con job continues wake time madness
896,"@Spacema80683078 I survived, and so did my whole family after we all got Covid back in December of 2020. It’s called natural immunity and all these deniers out there can get bent and get their 10 boosters which will FUBAR their immune system for life.",survived family december called natural immunity deniers bent 10 boosters immune system life
898,"@OdysseusCA @RWTaylors Don’t compare apples and oranges, when talking about the HOAX of Covid. If that is your opinion great everyone has an asshole too😎🇺🇸",compare apples oranges talking hoax opinion asshole
901,"@MoshabelaMosa My partner delayed on the J&amp;J booster as was hoping for Phizer. He got J&amp;J when we started to see exponential growth in infections. 

Sadly he probably caught covid on call the night before the booster. 

He was quite sick for our age group.

We don't have the luxury of time.",partner delayed amp booster hoping amp started exponential growth infections sadly probably caught call night booster sick age luxury time
903,"Two boys died after catching Covid within a week at the SAME school: Pupil, 14, was killed by a stroke caused by coronavirus and 15-year-old died days later - after their jabs were delayed 
via https://t.co/jGCUcbYEY7 ⁦@i_asyaaaaa⁩  https://t.co/dJIOe5qN3K",boys died catching week school pupil 14 killed stroke caused died days jabs delayed
904,@Amy52690781 @ScottAdamsSays Do you remember when they told everyone if you got the vaccine you wouldn’t catch or transmit covid?? Lol. Why trust them now ?,remember told vaccine catch transmit trust
906,"@aetiology I recently broke my right foot, had to get help in the ER, the nurses refused to put me in the ER to keep me safe they put in a room far away from Covid positive patients. I was well protected and I appreciated their efforts to keep me alive and safe.",recently broke foot help er nurses refused er safe positive patients protected appreciated efforts alive safe
909,"https://t.co/lxjf6Pm3tl
[Moving #RightAlong...🇺🇸😀👍]",moving
910,"Morbidly obese 72 year old @afneil reckons I should be banned from public life as punishment for declining my Covid jabs — he acknowledges they don’t stop transmission but argues that people like me (31, no health conditions, BMI 18, Covid recovered) put strain on the NHS. Lol. https://t.co/NJxD0cKftS",morbidly obese 72 reckons banned public life punishment declining jabs acknowledges stop transmission argues people 31 health conditions bmi 18 recovered strain nhs
911,Matthew Heineman's COVID documentary 'The First Wave' is now on Hulu. Read @jaredmobarak's review: https://t.co/J3EzAKOAnN https://t.co/3iqc8nKlT8,matthew documentary wave read review
912,Pure nonsense. Omicron is a cold. The NHS is a mess &amp; has been for decades! You have had plenty of time to fix it. https://t.co/8Vx28BC3Qv,pure nonsense omicron cold nhs mess amp decades plenty time fix
913,"In life one has to be fair and objective. During the current Government’s term in office, @FabianPicardo has dealt with two of the greatest challenges we have ever faced (&amp; at the same time) - Brexit/Covid. It is not something that can be ignored if an election were called today.",life fair objective current government term office dealt challenges faced amp time ignored election called
914,@JoeandLeah @TheNickFoy Covid is nonsense.This is by design.,nonsense design
915,"OLMECA NATIONAL TEQUILA DAY is back with the BANG!!🔥🔥

We call on you to join us on the 15th of this month. Let’s have a safe party at home and follow Covid-19 protocols🤗 https://t.co/fr6AIYcEYY

@OlmecaTequilaSA 
#OlmecaNationalTequilaDay #ShotCutToSummer #ad https://t.co/BjMo1nYfkJ",national tequila day bang call join 15th month safe party home follow protocols
916,"Two years into this thing, three vaccine shots later, and people are still just fine with facing Covid restrictions indefinitely. Give me a break.",vaccine shots people fine facing restrictions indefinitely break
917,"What an appalling headline.
Facts are that he sadly died from a stroke. 
""Now a medical examination has found Mohammed died from a bleed on the brain, a stroke, and from coronavirus.
The cause of death was: 1a Cerebral oedema; 1b Stroke; 2: Covid-19.""
https://t.co/oEzYm0k4i0",appalling headline sadly died stroke medical examination found mohammed died bleed brain stroke cause death cerebral oedema stroke 2
918,"QUESTION: If the 3rd dose of the COVID vaccine is critical to protection from Omicron, why is the Ontario government waiting until January 4th to expand 3rd dose eligibility to everyone 18 and up?",question 3rd dose vaccine critical protection omicron ontario government waiting january 4th expand 3rd dose eligibility 18
920,@THFCbaz18 @LeeCotton1 @SkySportsNews How many teams have had european games postponed because of covid issues? Teams have had positive cases a dealt with it. Can't remember anyone having 20 tho.. 20!!! 🤷 Do they all sleep in same bed or something,teams european games postponed issues teams positive dealt ca remember 20 tho 20 sleep bed
921,"@deGourlay Yep.  

No procedures for security 

No procedures for fires 

No procedures for covid 

… or is there?",procedures security procedures fires procedures
924,"@yoadutwum @_GHSofficial As you would know, this goes against the Nuremberg Code for ""voluntary consent"".

The vaccines do not prevent infection or spread of covid. So this further places prejudice against the unvaccinated as though they're the primary vector for the virus
#ResistTyrannyNow",goes nuremberg code voluntary consent vaccines prevent infection spread prejudice unvaccinated primary vector virus
926,"We laugh and roll our eyes but people like this are why we are still in a pandemic, still dealing with variants, and still seeing 100s of Americans die *every day* from Covid. https://t.co/4ictDjdXqT",laugh roll eyes people pandemic dealing variants seeing 100s americans die day
929,"The Biden Administration blames rampant looting on Covid.

I blame rampant looting on Democrat policies.",administration blames rampant looting blame rampant looting democrat policies
930,my ex therapist was a covid denier and he texted me and his whole family has covid. man…,ex therapist denier family
931,"Based on #'s from the CDC and SSA:

For a male in your 40's, your normal chances of dying this year are 0.26%.

Adding all deaths WITH COVID to the calculation, including from the pre-vaccine era, your odds of dying this year are 0.29%.

Is it worth staying home or masking?",based cdc ssa male 40 normal chances dying adding deaths calculation including era odds dying worth staying home masking
935,"The story so far.

•150,000 + dead
•2 bungled lock downs
•£37 billion failed test &amp; trace
•Release of Covid + patients to care homes
•NHS/Social Care collapsing
•PPE contracts to mates
•Russian donations
•Lies on a bus
•Yellowhammer
•Missed 5 Cobra meetings",story dead 2 bungled lock 37 billion failed test amp trace release patients care homes nhs social care collapsing contracts mates russian donations lies bus yellowhammer missed 5 cobra meetings
936,"Want a sneak peak of what's in today's edition of the #PaperTrail? Look no further:

Mark Meadows vs. 1/6 Committee;
Long COVID is Destroying Careers;
How Nursing Home Offenses Are Hidden;
and More",sneak peak edition look mark meadows vs 1 6 committee destroying careers nursing home offenses hidden
938,"when they find the cure for covid, i still want some of you to stay away from me",cure stay
940,"@Catarina_IA @ToniaBuxton This mRNA vaccine also comes with a range of life affecting side effects, especially heart problems. I’m guessing you believe sacrificing young healthy people who are in near to no danger of problems with covid is also acceptable then? For the greater good",mrna vaccine comes range life affecting effects especially heart guessing believe sacrificing healthy people near danger acceptable
944,"I hope this is right and Omicron is not serious, but the same outlets were calling Covid a bad cold in February 2020. My understanding is we don’t and won’t know for a few weeks. Is that wrong, @DFisman ? https://t.co/IGwzeLNcV2",hope omicron serious outlets calling bad cold february understanding weeks wrong
945,@ScottyH42593957 @rickloewen Ah you don’t get it. Thank you for being pro Covid. I know it’s a tough stance to be ok with the death and suffering is so many.,thank pro tough stance ok death suffering
946,"As of December 3, there have been 19,886 deaths, 22,421 life-threatening adverse events, 32,644 cases of permanent disability, and over 207,000 hospitalizations and ER visits following COVID-19 vaccination reported to the Vaccine Adverse Event Reporting System. #CovidVaccines https://t.co/fChbWp9aXT",december 3 deaths life-threatening adverse events permanent disability hospitalizations er visits following vaccination reported vaccine adverse event reporting system
947,"From last week:

“The report states that UF employees were told ‘not to criticize the Governor of Florida or UF policies related to COVID-19 in media interactions.’”

Via @divyadivyadivya 

https://t.co/Pgxn46n6Gn",week report employees told criticize governor florida policies related media interactions
948,"Fox News Anchor Fires Back at Viewer Criticizing Her Getting Boosted: ‘I Don’t Want to Die of Covid’ https://t.co/o3r8r1gJcD Good attempt Julie, but you can't educate a COVIDIOT",fox news anchor fires viewer criticizing getting boosted die attempt ca educate
949,"We've plateaued at 60% fully vaccinated in the US.

That's not nearly enough.

We need to get to ~85-90% fully vaccinated.

&gt;90% hospitalized for COVID in our current surge are NOT vaccinated.

Really at a loss about what to do.

with @MSNBC's @ChrisJansing https://t.co/qzNHRz9pFw",60 vaccinated nearly vaccinated 90 hospitalized current surge vaccinated loss
951,"“I’d strongly urge the government to drop the vote on vaccine passports.”

Conservative MP, Tobias Ellwood says the government needs to “repair” trust with the British people, if they are going to bring in new COVID guidance.

Get #COVID19 updates: https://t.co/JYQiTwdIog https://t.co/FnMTFGsHHQ",strongly urge government drop vote vaccine passports conservative mp government repair trust british people bring guidance updates
952,"""You can't come in!
Why?
'cos you refused to show that you're vaxxed &amp; Covid free!
Ah... OK, well I don't care if you beg me now, I'm not coming in because I'm boycotting you!!
OK!
Yeah, that told you, didn't it?
Can you move aside, sir?
Oh, you'd like that wouldn't you?
NEXT!!"" https://t.co/uX7yydc5Vj",ca refused amp free ok care beg coming boycotting ok yeah told move aside sir oh
954,"@ONS Deaths involving COVID-19 by vaccination status all cause deaths is really interesting:
https://t.co/06TqkS1G3V
Death rate is lowest for single💉
Double 💉 appears to have a higher death rate than single
There is a big spike in deaths 21 days after the 1st dose https://t.co/tiVbpoPpZW",deaths involving vaccination status cause deaths death rate lowest single double appears death rate single spike deaths 21 days 1st dose
955,"Breaking UEFA Europa Conference League news: the match between Tottenham and Rennes, which was postponed due to COVID cases, will not be rescheduled, as a solution for both clubs could not be found.

The matter will now be passed to the UEFA control, ethics and disciplinary body.",breaking europa conference league news match postponed due rescheduled solution clubs found matter passed control ethics disciplinary body
958,Woman died from 'rare complications' of AstraZeneca's Covid vaccine https://t.co/oNzAMuF4Po,woman died complications vaccine
959,"Fears about the transmissibility of the #Omicron COVID-19 variant are causing countries to step up their vaccination drives. In Taiwan, more than half of the population is fully vaccinated and the government is redoubling its efforts. https://t.co/LJQOr53RPN",fears variant causing countries step vaccination drives taiwan half population vaccinated government redoubling efforts
960,"@Nikita_Luna08 @EFudman @ECDC_EU The incorrect information is that washing your hands provides meaningful protection against Covid.

That's incorrect. It doesn't.",incorrect information washing hands provides meaningful protection incorrect
963,"Raise your hand if you’re still wearing a #mask in public.

I want to follow u

As an NHS 💙 nurse who caught Covid when redeployed in 2020. I am still struggling with Long Covid. Please #WearAMask   #GetVaccinated",raise hand wearing public follow nhs nurse caught redeployed am struggling please
964,@cybr_gk @vicderbyshire It's never been claimed it will prevent covid. It will lessen the severity of it.,claimed prevent lessen severity
965,Tory MP: “I’m not even that rebellious and I’ve voted against the government more times than Keir on Covid.”,tory mp rebellious voted government times
967,@halfon4harlowMP @educationgovuk @ChildrensComm @HouseofCommons @Telegraph @UsforThemUK So tell me Rob. What she going to do when whole key stages have 80% staff unwell &amp; positive for covid? How does that school stay open safely? WHAT. WILL SHE. DO? @Rachel_deSouza please tell us what you'll do as you won't put safety measures in to stop the spread?,tell rob key stages 80 staff unwell amp positive school stay safely please tell safety measures stop spread
968,"“The vast majority of Australians have chosen to get vaccinated against Covid”. Um, excuse me, the vast majority were threatened and coerced into getting vaccinated… https://t.co/59ldFU8lXu",vast majority australians chosen vaccinated excuse vast majority threatened coerced getting vaccinated
969,The perils of flawed research and the ivermectin debacle ⁦@CaulfieldTim⁩ ⁦@NightShiftMD⁩ ⁦@picardonhealth⁩  https://t.co/fys09onBfo,perils flawed research debacle
977,@Jim_Jordan Jenna Ellis is more upset at Politico for publishing her coup memos than she was at Rudy for giving her Covid via fart in front of the world.,ellis upset politico publishing coup memos giving fart front world
978,"Can a liberal plz explain in what way Biden is better than Trump? 

Under Biden: 
More police funding
More military funding
More kids in cages
More deportations
More covid deaths this year
More drilling/fracking/pipelines
Bombed 4 countries 
Funded genocide in Yemen/Palestine
⤵️",liberal explain trump police funding military funding kids cages deportations deaths drilling pipelines bombed 4 countries funded genocide yemen palestine
979,@latimes This is why saying covid is some sort of heckin epic darwinist harry potter spell that kills the chuds is so misguided and wrong.,saying sort epic harry potter spell kills misguided wrong
983,@MawethuTheSeed Aybo maybe covid number are high but their media is trained well.,maybe media trained
984,"@tadster2 However,  thanks to the covid insanity and the way its turned some people,  there are now 2 restaurants that I USED to eat at, even last year during the height of the insanity,  that I have visited within the past few days that will never see me again.",thanks insanity people 2 restaurants eat height insanity visited past days
985,"@nytimes Five years of Trump did us all in ,then Covid pushed most off the cliff!💜🙃 https://t.co/aJJOB0g85x",five trump pushed cliff
988,"""I Think We Will Need a Fourth Dose"" - Pfizer CEO Says 4th Covid Jab May Be Needed Sooner Than Expected (VIDEO) https://t.co/6f9rI1QIwX via @gatewaypundit",fourth dose ceo 4th jab sooner expected video
989,"Out of 67,000,000 people in the UK, there are 7,308 in hospital with Covid &amp; 892 in ICU. I still cannot comprehend why we are a nation on its knees mentally and emotionally for this. Why did the govt cut beds &amp; ICU capacity when the NHS couldn’t cope EVERY SINGLE WINTER??",people uk hospital amp icu comprehend nation knees mentally emotionally cut beds amp icu capacity nhs cope single winter
990,If I pay 50k for covid test it better be positive. https://t.co/T6SAFYqrIs,pay test positive
992,"@JoJoFromJerz 30 years from now, when we can just think of a song and have our Covid microchips spin it up in our ears, I hope we all remember to thank Bill Gates.",30 song microchips spin ears hope remember thank bill gates
993,"The threat of the new #Omicron variant has prompted several European countries to introduce strict lockdown measures, mandatory vaccinations, and COVID passes. But they’re being met with protests. https://t.co/xssOW3VURR",threat variant prompted european countries introduce strict lockdown measures mandatory vaccinations passes met protests
995,"Northern Ireland Daily Coronavirus (COVID-19) Report · Saturday 11th December.

1,446 new cases (people positive) reported, giving a total of 338,480.

3 new deaths reported, giving a total of 2,921. https://t.co/2scWH28PDv",northern ireland daily report saturday 11th december people positive reported giving total 3 deaths reported giving total
