text,Topic,Sentiment,tweets
"For the 22nd time, thousands of French citizens protested against tightening Covid legislation and restrictions. A growing number of people around the globe are joining the resistance against their failing governments. #Manifs11décembre #protests #France #World #Macron https://t.co/8B4gR393bR",p,3,22nd time thousands french citizens protested tightening legislation restrictions growing people globe joining resistance failing governments
"So Goebbels Swinney says more Covid rules next week, well he can fuck right off.
@ScotGovFM",p,3,goebbels rules week fuck
@not_a_heather Sara watches Grey’s Anatomy and there’s a disclaimer at the beginning of each new episode that says “this takes place in a fictional setting where the COVID-19 pandemic ended”,o,2,watches grey anatomy disclaimer beginning episode takes fictional setting pandemic
"@jgettbtc Covid is the big one. It’s not so much what is believed. It’s the certainty. I’m open to all ideas but if I’m going to cement a worldview, I need to be damn sure and set myself a high bar. It’s a topic I avoid on here though, there’s just so much confirmation bias.",o,2,believed certainty ideas cement damn set bar topic avoid confirmation bias
"@mieyolisa I learned not to plan anymore, especially during this covid times, I was supposed to travel to the north today but I'm here recovering from covid19.",h,3,learned plan anymore especially times supposed travel north recovering
"@LarsenDisney @RoxanneLJames @ClaireH37444648 ...its adverse reactions to the jab that are causing the problems (and numerous intreated conditions, which are now much much worse due to Covid restrictions).",v,2,adverse reactions jab causing numerous conditions worse due restrictions
"LRT: I’m not sure if the thread is about trans kids, something covid-related, or something else entirely, but it applies to so, so many things.",o,2,thread kids entirely applies
Sen. @amyklobuchar is a cancer patient. @tedcruz made the conscious decision to potentially expose her to COVID by refusing to wear a mask. https://t.co/jaFlEEPosM,l,2,sen cancer patient conscious decision potentially expose refusing wear mask
"Given we’re still in a bit of flux around Covid, how are you thinking about or handling your year end? Plow forward? Take your foot off of the gas for a moment? Or full decompress? https://t.co/JqNaoUY0jC",l,2,bit flux thinking handling plow forward foot gas moment decompress
"@vrf_rotondo @Colethewolf ""actress"". 
""Playing a scientist"".
We're talking about HER CHOICE and HER LIFE. Anyone with a vax fan also pass the virus along to anyone on set. If everyone is vaxxed, how is she hurting them any more than vaxxed person carrying Covid? Please explain...",v,2,actress playing scientist talking choice life fan pass virus set hurting person carrying please explain
"“There’s extensive evidence that appealing to fear motivates people to avoid dangers….But as intense as fear feels as an emotional state, it’s also fleeting, which can reduce its effectiveness at motivating continuing behavior change.” https://t.co/qE37UF8p1q",o,2,extensive evidence appealing fear motivates people avoid dangers intense fear feels emotional fleeting reduce effectiveness motivating continuing behavior change
"Bhakdi talking now on Doctors 4 Covid Ethics hosted by
https://t.co/uq7kiiDGgn 
The vaccines don't work &amp; could never work - explained in a way that a 6 year old child could understand. The art of communication exemplified. https://t.co/bJPyUCNzSh",v,3,talking doctors 4 ethics hosted vaccines amp explained 6 child understand art communication exemplified
"I stopped listening to ""experts"" long before Covid arrived. Covid has justified that decision more than anything else.",l,3,stopped listening experts arrived justified decision
"@Hueynomics Exactly why I got it. 

I don’t want Covid, but il live, can’t say the same for my family tho.",l,2,exactly il live ca family tho
"PSA for Sandoval County Business owners: There are ARPA funds available for small businesses to offset the economic impact of covid. Easy application process, showing 2018 or 2019 tax returns compared to 2020. 

https://t.co/Thd5PPfADh

Deadline is 12/31. Simple application. https://t.co/CnxUsVJGee",o,2,psa county business owners funds available businesses offset economic impact easy application process tax returns compared deadline 12 31 simple application
Bottlenecks in COVID-19 booster rollout mean some Oregonians might not get boosters until March https://t.co/DbLdTLDkZB https://t.co/SQGc2L0Yss,v,2,bottlenecks booster mean oregonians boosters march
"Modelling suggests the Omicron variant could cause a larger wave than in January 2021 if no additional control measures are taken.

Sky’s @M_Veselinovic has the latest.

Read more here: https://t.co/fTDCJTsBlG https://t.co/9gpksPFc7X",c,2,modelling suggests omicron variant cause larger wave january additional control measures sky read
Covid: Omicron study suggests major wave in January - BBC News https://t.co/SKbjdXzToR,c,2,omicron study suggests major wave january news
"Last January Steve Baker did a warning shot to Johnson on lockdown 
He also said there better not be lockdown next winter, ie now 
He claims Freedoms for the poor, yet voted for working poor to be poor ! 
I believe ERG behind leaks 
#ToryCovidCatastrophe
https://t.co/f0DjdEAfKh",o,2,january baker warning shot johnson lockdown lockdown winter ie claims freedoms poor voted poor poor believe erg leaks
"I had COVID last December. I was good and sick for about 4 days. I didn't die despite being overweight, having type II diabetes, copd and breast cancer. I'm willing to expose myself to it again to keep my natural immunity up.

I will not live my life in fear of anything. https://t.co/o3Ub7NzsEZ",h,3,december sick 4 days die despite overweight type ii diabetes breast cancer willing expose natural immunity live life fear
"So since he became PM he has dealt with Brexit &amp; Covid. Would anyone like to suggest the last time a peacetime PM dealt with bigger issues together?

And he's being baited over Peppa Pig, wallpaper and a party he wasn't at.

Compare and contrast, is all I would say.",p,2,pm dealt amp suggest time peacetime pm dealt bigger issues baited pig wallpaper party compare contrast
"For the past year I had been thinking that COVID had destroyed America’s public school system,

Now I am beginning to believe that it may have saved it. 

#ZebraJockey",l,1,past thinking destroyed america public school system am beginning believe saved
"Tonight we welcome @evanescence + @Halestorm to Little Caesars Arena! 

🚪 Doors open at 6:30PM
🎶 Show begins at 7:30PM
ℹ️ Guests must provide proof of COVID-19 vaccination OR proof of a negative COVID-19 test within 72 hours prior to entering the venue: https://t.co/CdLWFmXkf6 https://t.co/kf46wIqGPH",l,3,tonight welcome little caesars arena doors 6 begins 7 guests provide proof vaccination proof negative test 72 hours prior entering venue
"COVID-19 | New infections: 19 018, new fatalities: 20, new vaccinations: 119 106. Total vaccinations: 27 043 034. The death toll is 90 080.

https://t.co/aFfo4mscM4 https://t.co/EhxsXaT2Xm",c,3,infections 19 fatalities 20 vaccinations total vaccinations 27 death toll 90
@BradleyTim @_NicoleNonya I believe that we will see a vaccine resistant covid variant within the next yr or two...get ready for more isolation folks. Too many Americans that refuse to comply with simple vaccination intelligence,v,2,believe vaccine resistant variant yr ready isolation folks americans refuse comply simple vaccination intelligence
Just lost our house. Fuck Covid. Fuck everyone Who has gone along with the shit show.,l,2,lost house fuck fuck gone shit
"A month into the return of restrictions in Norway and with 89% of adults fully vaccinated, cases are higher than they’ve ever been in Sweden

Looking forward to hearing in the media what a disastrous COVID failure Norway’s become https://t.co/LvQsvxm9Eb",v,3,month return restrictions norway 89 adults vaccinated sweden looking forward hearing media disastrous failure norway
"I’m not afraid of the flu (Covid) 
…I am afraid of governments creating flu’s in a lab’s and releasing them on the world and NO ONE being held accountable.",p,2,afraid flu am afraid governments creating flu lab releasing world held accountable
"OVER 10,000 DOWNLOADS.
I wrote this book to save lives. I think I may have helped. Download your FREE copy today. Get ready for the 2nd wave of the Coronavirus. #Covid_19 IS NOT GOING AWAY ANYTIME SOON BUT IT WILL BE WORSE THE 2ND TIME. https://t.co/lZf2OzeUQh https://t.co/uCT7GCnjYt",c,2,downloads wrote book save lives helped download free copy ready 2nd wave soon worse 2nd time
"[News Update]

Brunei will proceed to further de-escalate COVID-19 restrictions as it enters the Endemic Phase under the National COVID-19 Recovery Framework starting from 15 Dec 2021 - His Majesty. #borneobulletin",p,2,news update brunei proceed de-escalate restrictions enters endemic phase national recovery framework starting 15 dec majesty
"@janelouise99 Hi Jane, 

We’re here to support the NHS COVID-19 app, which is used for contact tracing and is one of the fastest and simplest ways to know if you have been exposed to Covid-19. (1/2)",h,2,hi support nhs contact tracing fastest simplest exposed 1 2
"@cktwitta @AlexTaylorNews ""The real dive started in 2018 when Brexit started""

The chart clearly shows an increase in 2018 and 2019 it doesn't drop until covid 2020",l,2,real dive started started chart increase drop
"@foomper @rachsyme Countries with effective responses required those people who suspected covid to self-isolate. Not ""go to a public place with lots of other people"".",p,2,countries effective responses required people suspected public lots people
"https://t.co/nOtjJofvB6
Summa fires 7 workers who refuse COVID-19 vaccine. CEO says mandate 'right thing to do'",v,3,fires 7 workers refuse vaccine ceo mandate
"👏@EU_Health has approved an agreement pursuant to which the French @valnevaSE would supply up to 60 million doses of #VLA2001, its inactivated #COVID19 vaccine candidate, over two years including approximately 27 M doses in 2022. 

👉https://t.co/OC1goTYpn2 #FrenchHealthcare https://t.co/mdLfADfdiP",v,1,approved agreement pursuant french supply 60 million doses inactivated vaccine candidate including approximately 27 doses
"In a new interview, former New Jersey Governor Chris Christie says it is 'undeniable' he contracted Covid from former President Trump last year. https://t.co/NT253L06qt",h,2,interview former jersey governor christie contracted former president trump
I made and stuffed over 50 stockings for students and now they may not get them because I am not the only one with Covid but the entire school has at least one student with Covid so the entire school is under quarantine at the moment.  Keeping kids home 4 days is not the answer https://t.co/LKajq1LLJD,h,3,stuffed 50 stockings students am entire school student entire school quarantine moment keeping kids home 4 days answer
I bet as many people or more died in my area from this as from covid during the entire pandemic. https://t.co/OzvOmFB7Nx,o,2,bet people died entire pandemic
"""forced into reimposing Covid restrictions""

Who by? The WHO? Sage? ""Professor"" Ferguson?

""Who governs Britain?"" Heath once asked https://t.co/3EAFqU7k0s",p,2,forced reimposing restrictions sage professor governs britain heath
"Chris Christie says it is Undeniable that Trump gave him Covid. 
Hmmm 🤔 
Who gave him the Chocolate Cake ? 
Looks like it was Delicious 🤤",o,2,christie undeniable trump chocolate cake looks delicious
"@dee_zebby @BreesAnna Keeping people safe must not be about one disease. 
At the moment, it's about a disease that most of us will get and survive.
If keeping people safe is the priority, we would focus on diseases that are more deadly and damaging than Covid.",p,3,keeping people safe disease moment disease survive keeping people safe priority focus diseases deadly damaging
"First, they said💉💉would be “effective”

Now, they say💉💉may NOT be enough

Now, they say💉💉💉are “needed”

Now, they’re saying💉💉💉💉could be “needed”

🤡🤡 will say anything 

CON JOB continues

WAKE UP everyone

Time to end the madness

I WILL
https://t.co/KoFgUO1NBA",v,2,effective saying con job continues wake time madness
"@Spacema80683078 I survived, and so did my whole family after we all got Covid back in December of 2020. It’s called natural immunity and all these deniers out there can get bent and get their 10 boosters which will FUBAR their immune system for life.",h,1,survived family december called natural immunity deniers bent 10 boosters immune system life
"@OdysseusCA @RWTaylors Don’t compare apples and oranges, when talking about the HOAX of Covid. If that is your opinion great everyone has an asshole too😎🇺🇸",o,3,compare apples oranges talking hoax opinion asshole
"@MoshabelaMosa My partner delayed on the J&amp;J booster as was hoping for Phizer. He got J&amp;J when we started to see exponential growth in infections. 

Sadly he probably caught covid on call the night before the booster. 

He was quite sick for our age group.

We don't have the luxury of time.",v,2,partner delayed amp booster hoping amp started exponential growth infections sadly probably caught call night booster sick age luxury time
"Two boys died after catching Covid within a week at the SAME school: Pupil, 14, was killed by a stroke caused by coronavirus and 15-year-old died days later - after their jabs were delayed 
via https://t.co/jGCUcbYEY7 ⁦@i_asyaaaaa⁩  https://t.co/dJIOe5qN3K",v,2,boys died catching week school pupil 14 killed stroke caused died days jabs delayed
@Amy52690781 @ScottAdamsSays Do you remember when they told everyone if you got the vaccine you wouldn’t catch or transmit covid?? Lol. Why trust them now ?,v,2,remember told vaccine catch transmit trust
"@aetiology I recently broke my right foot, had to get help in the ER, the nurses refused to put me in the ER to keep me safe they put in a room far away from Covid positive patients. I was well protected and I appreciated their efforts to keep me alive and safe.",h,2,recently broke foot help er nurses refused er safe positive patients protected appreciated efforts alive safe
"https://t.co/lxjf6Pm3tl
[Moving #RightAlong...🇺🇸😀👍]",o,1,moving
"Morbidly obese 72 year old @afneil reckons I should be banned from public life as punishment for declining my Covid jabs — he acknowledges they don’t stop transmission but argues that people like me (31, no health conditions, BMI 18, Covid recovered) put strain on the NHS. Lol. https://t.co/NJxD0cKftS",,,morbidly obese 72 reckons banned public life punishment declining jabs acknowledges stop transmission argues people 31 health conditions bmi 18 recovered strain nhs
Matthew Heineman's COVID documentary 'The First Wave' is now on Hulu. Read @jaredmobarak's review: https://t.co/J3EzAKOAnN https://t.co/3iqc8nKlT8,c,2,matthew documentary wave read review
Pure nonsense. Omicron is a cold. The NHS is a mess &amp; has been for decades! You have had plenty of time to fix it. https://t.co/8Vx28BC3Qv,c,1,pure nonsense omicron cold nhs mess amp decades plenty time fix
"In life one has to be fair and objective. During the current Government’s term in office, @FabianPicardo has dealt with two of the greatest challenges we have ever faced (&amp; at the same time) - Brexit/Covid. It is not something that can be ignored if an election were called today.",o,2,life fair objective current government term office dealt challenges faced amp time ignored election called
@JoeandLeah @TheNickFoy Covid is nonsense.This is by design.,c,1,nonsense design
"OLMECA NATIONAL TEQUILA DAY is back with the BANG!!🔥🔥

We call on you to join us on the 15th of this month. Let’s have a safe party at home and follow Covid-19 protocols🤗 https://t.co/fr6AIYcEYY

@OlmecaTequilaSA 
#OlmecaNationalTequilaDay #ShotCutToSummer #ad https://t.co/BjMo1nYfkJ",o,1,national tequila day bang call join 15th month safe party home follow protocols
"Two years into this thing, three vaccine shots later, and people are still just fine with facing Covid restrictions indefinitely. Give me a break.",l,3,vaccine shots people fine facing restrictions indefinitely break
"What an appalling headline.
Facts are that he sadly died from a stroke. 
""Now a medical examination has found Mohammed died from a bleed on the brain, a stroke, and from coronavirus.
The cause of death was: 1a Cerebral oedema; 1b Stroke; 2: Covid-19.""
https://t.co/oEzYm0k4i0",o,2,appalling headline sadly died stroke medical examination found mohammed died bleed brain stroke cause death cerebral oedema stroke 2
"QUESTION: If the 3rd dose of the COVID vaccine is critical to protection from Omicron, why is the Ontario government waiting until January 4th to expand 3rd dose eligibility to everyone 18 and up?",v,2,question 3rd dose vaccine critical protection omicron ontario government waiting january 4th expand 3rd dose eligibility 18
@THFCbaz18 @LeeCotton1 @SkySportsNews How many teams have had european games postponed because of covid issues? Teams have had positive cases a dealt with it. Can't remember anyone having 20 tho.. 20!!! 🤷 Do they all sleep in same bed or something,l,3,teams european games postponed issues teams positive dealt ca remember 20 tho 20 sleep bed
"@deGourlay Yep.  

No procedures for security 

No procedures for fires 

No procedures for covid 

… or is there?",l,2,procedures security procedures fires procedures
"@yoadutwum @_GHSofficial As you would know, this goes against the Nuremberg Code for ""voluntary consent"".

The vaccines do not prevent infection or spread of covid. So this further places prejudice against the unvaccinated as though they're the primary vector for the virus
#ResistTyrannyNow",v,3,goes nuremberg code voluntary consent vaccines prevent infection spread prejudice unvaccinated primary vector virus
"We laugh and roll our eyes but people like this are why we are still in a pandemic, still dealing with variants, and still seeing 100s of Americans die *every day* from Covid. https://t.co/4ictDjdXqT",l,3,laugh roll eyes people pandemic dealing variants seeing 100s americans die day
"The Biden Administration blames rampant looting on Covid.

I blame rampant looting on Democrat policies.",o,2,administration blames rampant looting blame rampant looting democrat policies
my ex therapist was a covid denier and he texted me and his whole family has covid. man…,h,3,ex therapist denier family
"Based on #'s from the CDC and SSA:

For a male in your 40's, your normal chances of dying this year are 0.26%.

Adding all deaths WITH COVID to the calculation, including from the pre-vaccine era, your odds of dying this year are 0.29%.

Is it worth staying home or masking?",c,1,based cdc ssa male 40 normal chances dying adding deaths calculation including era odds dying worth staying home masking
"The story so far.

•150,000 + dead
•2 bungled lock downs
•£37 billion failed test &amp; trace
•Release of Covid + patients to care homes
•NHS/Social Care collapsing
•PPE contracts to mates
•Russian donations
•Lies on a bus
•Yellowhammer
•Missed 5 Cobra meetings",l,2,story dead 2 bungled lock 37 billion failed test amp trace release patients care homes nhs social care collapsing contracts mates russian donations lies bus yellowhammer missed 5 cobra meetings
"Want a sneak peak of what's in today's edition of the #PaperTrail? Look no further:

Mark Meadows vs. 1/6 Committee;
Long COVID is Destroying Careers;
How Nursing Home Offenses Are Hidden;
and More",l,3,sneak peak edition look mark meadows vs 1 6 committee destroying careers nursing home offenses hidden
"when they find the cure for covid, i still want some of you to stay away from me",o,3,cure stay
"@Catarina_IA @ToniaBuxton This mRNA vaccine also comes with a range of life affecting side effects, especially heart problems. I’m guessing you believe sacrificing young healthy people who are in near to no danger of problems with covid is also acceptable then? For the greater good",v,3,mrna vaccine comes range life affecting effects especially heart guessing believe sacrificing healthy people near danger acceptable
"I hope this is right and Omicron is not serious, but the same outlets were calling Covid a bad cold in February 2020. My understanding is we don’t and won’t know for a few weeks. Is that wrong, @DFisman ? https://t.co/IGwzeLNcV2",c,2,hope omicron serious outlets calling bad cold february understanding weeks wrong
@ScottyH42593957 @rickloewen Ah you don’t get it. Thank you for being pro Covid. I know it’s a tough stance to be ok with the death and suffering is so many.,l,2,thank pro tough stance ok death suffering
"As of December 3, there have been 19,886 deaths, 22,421 life-threatening adverse events, 32,644 cases of permanent disability, and over 207,000 hospitalizations and ER visits following COVID-19 vaccination reported to the Vaccine Adverse Event Reporting System. #CovidVaccines https://t.co/fChbWp9aXT",c,3,december 3 deaths life-threatening adverse events permanent disability hospitalizations er visits following vaccination reported vaccine adverse event reporting system
"From last week:

“The report states that UF employees were told ‘not to criticize the Governor of Florida or UF policies related to COVID-19 in media interactions.’”

Via @divyadivyadivya 

https://t.co/Pgxn46n6Gn",p,2,week report employees told criticize governor florida policies related media interactions
"Fox News Anchor Fires Back at Viewer Criticizing Her Getting Boosted: ‘I Don’t Want to Die of Covid’ https://t.co/o3r8r1gJcD Good attempt Julie, but you can't educate a COVIDIOT",v,2,fox news anchor fires viewer criticizing getting boosted die attempt ca educate
"We've plateaued at 60% fully vaccinated in the US.

That's not nearly enough.

We need to get to ~85-90% fully vaccinated.

&gt;90% hospitalized for COVID in our current surge are NOT vaccinated.

Really at a loss about what to do.

with @MSNBC's @ChrisJansing https://t.co/qzNHRz9pFw",v,3,60 vaccinated nearly vaccinated 90 hospitalized current surge vaccinated loss
"“I’d strongly urge the government to drop the vote on vaccine passports.”

Conservative MP, Tobias Ellwood says the government needs to “repair” trust with the British people, if they are going to bring in new COVID guidance.

Get #COVID19 updates: https://t.co/JYQiTwdIog https://t.co/FnMTFGsHHQ",p,3,strongly urge government drop vote vaccine passports conservative mp government repair trust british people bring guidance updates
"""You can't come in!
Why?
'cos you refused to show that you're vaxxed &amp; Covid free!
Ah... OK, well I don't care if you beg me now, I'm not coming in because I'm boycotting you!!
OK!
Yeah, that told you, didn't it?
Can you move aside, sir?
Oh, you'd like that wouldn't you?
NEXT!!"" https://t.co/uX7yydc5Vj",p,2,ca refused amp free ok care beg coming boycotting ok yeah told move aside sir oh
"@ONS Deaths involving COVID-19 by vaccination status all cause deaths is really interesting:
https://t.co/06TqkS1G3V
Death rate is lowest for single💉
Double 💉 appears to have a higher death rate than single
There is a big spike in deaths 21 days after the 1st dose https://t.co/tiVbpoPpZW",v,3,deaths involving vaccination status cause deaths death rate lowest single double appears death rate single spike deaths 21 days 1st dose
"Breaking UEFA Europa Conference League news: the match between Tottenham and Rennes, which was postponed due to COVID cases, will not be rescheduled, as a solution for both clubs could not be found.

The matter will now be passed to the UEFA control, ethics and disciplinary body.",c,3,breaking europa conference league news match postponed due rescheduled solution clubs found matter passed control ethics disciplinary body
Woman died from 'rare complications' of AstraZeneca's Covid vaccine https://t.co/oNzAMuF4Po,v,2,woman died complications vaccine
"Fears about the transmissibility of the #Omicron COVID-19 variant are causing countries to step up their vaccination drives. In Taiwan, more than half of the population is fully vaccinated and the government is redoubling its efforts. https://t.co/LJQOr53RPN",p,3,fears variant causing countries step vaccination drives taiwan half population vaccinated government redoubling efforts
"@Nikita_Luna08 @EFudman @ECDC_EU The incorrect information is that washing your hands provides meaningful protection against Covid.

That's incorrect. It doesn't.",p,2,incorrect information washing hands provides meaningful protection incorrect
"Raise your hand if you’re still wearing a #mask in public.

I want to follow u

As an NHS 💙 nurse who caught Covid when redeployed in 2020. I am still struggling with Long Covid. Please #WearAMask   #GetVaccinated",p,3,raise hand wearing public follow nhs nurse caught redeployed am struggling please
@cybr_gk @vicderbyshire It's never been claimed it will prevent covid. It will lessen the severity of it.,o,3,claimed prevent lessen severity
Tory MP: “I’m not even that rebellious and I’ve voted against the government more times than Keir on Covid.”,p,2,tory mp rebellious voted government times
@halfon4harlowMP @educationgovuk @ChildrensComm @HouseofCommons @Telegraph @UsforThemUK So tell me Rob. What she going to do when whole key stages have 80% staff unwell &amp; positive for covid? How does that school stay open safely? WHAT. WILL SHE. DO? @Rachel_deSouza please tell us what you'll do as you won't put safety measures in to stop the spread?,p,2,tell rob key stages 80 staff unwell amp positive school stay safely please tell safety measures stop spread
"“The vast majority of Australians have chosen to get vaccinated against Covid”. Um, excuse me, the vast majority were threatened and coerced into getting vaccinated… https://t.co/59ldFU8lXu",v,2,vast majority australians chosen vaccinated excuse vast majority threatened coerced getting vaccinated
The perils of flawed research and the ivermectin debacle ⁦@CaulfieldTim⁩ ⁦@NightShiftMD⁩ ⁦@picardonhealth⁩  https://t.co/fys09onBfo,o,3,perils flawed research debacle
@Jim_Jordan Jenna Ellis is more upset at Politico for publishing her coup memos than she was at Rudy for giving her Covid via fart in front of the world.,o,3,ellis upset politico publishing coup memos giving fart front world
"Can a liberal plz explain in what way Biden is better than Trump? 

Under Biden: 
More police funding
More military funding
More kids in cages
More deportations
More covid deaths this year
More drilling/fracking/pipelines
Bombed 4 countries 
Funded genocide in Yemen/Palestine
⤵️",p,2,liberal explain trump police funding military funding kids cages deportations deaths drilling pipelines bombed 4 countries funded genocide yemen palestine
@latimes This is why saying covid is some sort of heckin epic darwinist harry potter spell that kills the chuds is so misguided and wrong.,,,saying sort epic harry potter spell kills misguided wrong
@MawethuTheSeed Aybo maybe covid number are high but their media is trained well.,o,2,maybe media trained
"@tadster2 However,  thanks to the covid insanity and the way its turned some people,  there are now 2 restaurants that I USED to eat at, even last year during the height of the insanity,  that I have visited within the past few days that will never see me again.",l,3,thanks insanity people 2 restaurants eat height insanity visited past days
"@nytimes Five years of Trump did us all in ,then Covid pushed most off the cliff!💜🙃 https://t.co/aJJOB0g85x",l,3,five trump pushed cliff
"""I Think We Will Need a Fourth Dose"" - Pfizer CEO Says 4th Covid Jab May Be Needed Sooner Than Expected (VIDEO) https://t.co/6f9rI1QIwX via @gatewaypundit",c,2,fourth dose ceo 4th jab sooner expected video
"Out of 67,000,000 people in the UK, there are 7,308 in hospital with Covid &amp; 892 in ICU. I still cannot comprehend why we are a nation on its knees mentally and emotionally for this. Why did the govt cut beds &amp; ICU capacity when the NHS couldn’t cope EVERY SINGLE WINTER??",l,3,people uk hospital amp icu comprehend nation knees mentally emotionally cut beds amp icu capacity nhs cope single winter
If I pay 50k for covid test it better be positive. https://t.co/T6SAFYqrIs,h,1,pay test positive
"@JoJoFromJerz 30 years from now, when we can just think of a song and have our Covid microchips spin it up in our ears, I hope we all remember to thank Bill Gates.",o,2,30 song microchips spin ears hope remember thank bill gates
"The threat of the new #Omicron variant has prompted several European countries to introduce strict lockdown measures, mandatory vaccinations, and COVID passes. But they’re being met with protests. https://t.co/xssOW3VURR",p,2,threat variant prompted european countries introduce strict lockdown measures mandatory vaccinations passes met protests
"Northern Ireland Daily Coronavirus (COVID-19) Report · Saturday 11th December.

1,446 new cases (people positive) reported, giving a total of 338,480.

3 new deaths reported, giving a total of 2,921. https://t.co/2scWH28PDv",c,3,northern ireland daily report saturday 11th december people positive reported giving total 3 deaths reported giving total
@timcolbourn I was in a room prior to 1st wave where 2 people including person adjacent got covid. I had a heavier than normal cold a week or so later but that was pre high level testing and advice was isolate 14 days which I did. Now vaxxed but had Covid in the house twice. Not a sniffle.,h,2,prior 1st wave 2 people including person adjacent heavier normal cold week level testing advice isolate 14 days house twice sniffle
"The commentariat are writing fanfiction about Jerombly Crombyn bungling COVID despite multitudes of evidence to the contrary, while in reality Starmer's Labour have proved themselves as lethargic, uninterested, and unambitious as the government.

These people are killing us. https://t.co/L3vSruc1Xo",p,2,writing bungling despite multitudes evidence contrary reality labour proved lethargic uninterested unambitious government people killing
"Covid-19: Sussex Police officers disciplined after lockdown party - https://t.co/OlEjY30vdl{ 
Police attended the banned gathering in May 2021 and found off-duty officers present.

Read more BBC News",l,2,sussex police officers disciplined lockdown party police attended banned gathering found officers read news
@ErlendPalm @afneil Oh sod off! of course the hospitals are full of covid patients 🤦‍♂️,h,2,oh sod course hospitals patients
@steve_boots Great work! Education cuts were bad enough pre covid but funding should have been increased because of what kids went through during covid. I’m so grateful my kids are done with school and not receiving this poorly funded education. This is damaging an entire generation.,l,2,education cuts bad funding increased kids grateful kids school receiving poorly funded education damaging entire generation
BBC Scotland is deliberately trying to create confusion than safety around covid. This is dangerous and accountability needs to be taken at senior level. #BBCDanger,p,2,scotland deliberately trying create confusion safety dangerous accountability senior level
"Cases: 269,403,050 (+17,719) 
Deaths: 5,299,535 (+0) 
Recovered: 0 (+0) 
Active Cases: 269,403,050 (100%)
Completed Cases: 5,299,535 (1.97%)
Mortality Rate: 1.97% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome",c,3,deaths recovered 0 active 100 completed mortality rate change fatality rate change
We cannot restrict Covid out of existence. We are living in with Covid every day. We come in contact with it repeatedly. It is not rare. It's time for the officials to recognize that and lift the restrictions.,p,2,restrict existence living day contact repeatedly rare time officials recognize lift restrictions
"If you've had a busy, tough week don't click on that link about covid and read this wonderful story instead 
https://t.co/0zx76vPv43",o,3,busy tough week click link read wonderful story instead
"No virus isolation but… they can test for it 🤷🏻‍♀️🤷🏻‍♀️🤷🏻‍♀️  
Can’t tell between the difference of covid and covid α, δ, ε, μ and ο … but somehow they magically know how many are infected with variants.

Don’t forget… 
This all stops when you say NO.",c,2,virus isolation test ca tell difference somehow magically infected variants forget stops
"The people crusading for Peng have a similar mindset to those pursuing covid attacks. No matter what China does, they will dismiss all new developments are fake or staged, even to the point it becomes utterly unreasonable.",l,2,people crusading similar mindset pursuing attacks matter china dismiss developments fake staged utterly unreasonable
"Still not 100% true. Not all Covid patients die, the recovery rate is 98%

Now I'm not saying the vax won't help but natural medicine does wonders and has helped many from needing medical care. https://t.co/Kf8zVosvef",c,1,100 true patients die recovery rate 98 saying help natural medicine wonders helped medical care
"A live, online panel featuring four McMaster academics will look at vaccine hesitancy, explore where it comes from and discuss ways to address it during the ongoing COVID-19 pandemic. https://t.co/ylL0bULSEF | @ConversationCA @MacGlobalNexus",p,3,live online panel featuring mcmaster academics look vaccine hesitancy explore comes discuss address ongoing pandemic
My wife is triple vaccinated. Has only had 3 days off sick the entire time I’ve known her. Motivated beyond belief. Covid has kept her on the sofa for almost a week and she still has no energy. Covid is no joke! Stay safe and mitigate.,h,3,wife triple vaccinated 3 days sick entire time motivated beyond belief kept sofa week energy joke stay safe mitigate
"Because of enormous capacities of the U.S. state, its failure to protect vulnerable populations from unnecessary deaths from covid - for ideological reasons (commitment to private sector) represents a gross violation of human rights that rises to level of crimes against humanity",p,2,enormous capacities failure protect vulnerable populations unnecessary deaths ideological reasons commitment private sector represents gross violation human rights rises level crimes humanity
"Last month @nicolasturgeon was happy to give covid exemptions to everyone attending #COP26 so she could bathe in selfie limelight, yesterday she cancelled Christmas for hospitality businesses without compensation while putting aside £350m for #indyref2. She’s lost the plot.",p,2,month happy exemptions attending bathe limelight yesterday cancelled christmas hospitality businesses compensation putting aside lost plot
@joesonka He gave the press conference at 5 a.m. Between this storm and the covid-19 daily updates he's doing a damn fine job.,p,1,press conference 5 storm daily updates doing damn fine job
"Betcha Didn't know that our Specialized Services provides holistic case management to clients at or below 200% of the Federal   Poverty Level and impacted by COVID-19. 
https://t.co/U3BhKWyr8J https://t.co/bPDC7dI7ib",l,2,specialized services provides holistic management clients below 200 federal poverty level impacted
"Hundreds of people are fired, online learning set to return amid vaccine resistance at nation’s second-largest school district https://t.co/JsJMijkJmI",l,2,hundreds people fired online learning set return vaccine resistance school district
"Fuck you, COVID.",o,2,fuck
"One of the most alienating aspects of people declaring that we, as a society, are ""post-COVID"" is the sheer absence of space for grief. Profound grief.",l,2,alienating aspects people declaring society sheer absence space grief profound grief
@instawork A venue in DC that Instawork does business with has several positive Covid-19 cases as of yesterday. Instaworkers need to know and to protect themselves.,c,3,venue dc business positive yesterday protect
Exclusive: Republicans say WHO pandered to China by skipping ‘xi’ in COVID names - https://t.co/YDXOtv0pY8 - @washtimes,p,2,exclusive republicans pandered china skipping xi names
